product_page_link,product_product_name,product_product_size,product_describe,product_price_now,product_img,product_product_size_url
https://www.ikea.com/sa/en/p/sagstua-bed-frame-white-loenset-s09254262/,SAGSTUA,140x200 cm,"Bed frame, white/Lönset,","SR 1,225",https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__0783218_pe761516_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__1101942_pe866869_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__1101964_pe866781_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__1101943_pe866807_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__0861814_pe713130_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__0861829_pe713131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__0243791_pe383078_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/sagstua-bed-frame-white-loenset__0780597_pe760050_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-2-seat-section-gunnared-beige-s09392414/,VIMLE,,"2-seat section, Gunnared beige","SR 2,145",https://www.ikea.com/sa/en/images/products/vimle-2-seat-section-gunnared-beige__0531852_pe647593_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-2-seat-section-gunnared-beige__0820541_pe641657_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/backsaelen-cover-for-3-seat-sofa-hallarp-grey-00497255/,BACKSÄLEN,,"Cover for 3-seat sofa, Hallarp grey",SR 845,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-hallarp-grey__0950638_pe800559_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-hallarp-grey__0826814_pe776412_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/fejan-table-outdoor-white-40469019/,FEJAN,50x44 cm,"Table, outdoor, white,",SR 75,https://www.ikea.com/sa/en/images/products/fejan-table-outdoor-white__1035316_pe838042_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/fejan-table-outdoor-white__1090056_ph182906_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/fejan-table-outdoor-white__1079078_ph183338_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/fejan-table-outdoor-white__1079077_ph183339_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/fejan-table-outdoor-white__1079071_pe857405_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/kura-bed-curtain-market-stall-pattern-20506145/,KURA,,"Bed curtain, market stall pattern",SR 125,https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0979044_pe814403_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0979394_pe814518_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0977917_pe813944_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0994060_pe820843_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0994061_pe820844_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0994062_pe820847_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/kura-bed-curtain-market-stall-pattern__0994063_pe820846_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/taernestad-knob-oak-20542860/,TÄRNESTAD,17 mm,"Knob, oak,",SR 35,https://www.ikea.com/sa/en/images/products/taernestad-knob-oak__1138794_pe880066_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernestad-knob-oak__1138793_pe880067_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernestad-knob-oak__1138792_pe880065_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/taernestad-knob-oak__1165460_pe890871_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey-s99401414/,VIMLE,,"3-seat sofa with chaise longue, with wide armrests with headrest/Hallarp grey","SR 4,980",https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__0952157_pe801594_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__0952158_pe801586_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__0952159_pe801595_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__0952160_pe801596_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__0952133_pe801563_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__1008724_pe827297_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__1019035_pe831257_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-chaise-longue-with-wide-armrests-with-headrest-hallarp-grey__1134554_pe878808_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/trotten-matchspel-desk-and-chair-beige-white-light-grey-s69537697/,,,,,,
https://www.ikea.com/sa/en/p/groenlid-cover-for-armrest-ljungen-light-green-00500804/,GRÖNLID,,"Cover for armrest, Ljungen light green",SR 190,https://www.ikea.com/sa/en/images/products/groenlid-cover-for-armrest-ljungen-light-green__0577151_pe668628_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/groenlid-cover-for-armrest-ljungen-light-green__0820763_pe666612_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/trofast-storage-combination-white-grey-blue-s59533341/,TROFAST,99x44x94 cm,"Storage combination, white/grey-blue,",SR 650,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-grey-blue__1087231_pe860644_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-grey-blue__1101617_pe866444_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-grey-blue__1116421_pe872478_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-grey-blue__1215648_pe912105_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-dark-grey-s09287795/,SOLLERÖN,,"Modular corner sofa 3-seat, outdoor, dark grey/Frösön/Duvholmen dark grey","SR 4,720",https://www.ikea.com/sa/en/images/products/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-dark-grey__0666260_pe713482_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-dark-grey__0715862_pe730634_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/solleroen-modular-corner-sofa-3-seat-outdoor-dark-grey-froesoen-duvholmen-dark-grey__0905505_pe673604_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/soederhamn-footstool-tonerud-grey-s99452093/,SÖDERHAMN,,"Footstool, Tonerud grey","SR 1,095",https://www.ikea.com/sa/en/images/products/soederhamn-footstool-tonerud-grey__1057834_pe849014_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-footstool-tonerud-grey__1057833_pe849015_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-footstool-tonerud-grey__1057804_pe848990_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-footstool-tonerud-grey__1244756_pe921278_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/hauga-wardrobe-with-sliding-doors-white-60456916/,HAUGA,118x55x199 cm,"Wardrobe with sliding doors, white,","SR 1,395",https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0898797_pe782657_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0931942_pe791324_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0931943_pe791283_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0939485_pe794580_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0950056_pe800134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0939516_pe794596_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hauga-wardrobe-with-sliding-doors-white__0948172_pe798892_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey-s59388259/,BERGMUND,75 cm,"Bar stool with backrest, white/Kolboda beige/dark grey,",SR 465,https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__0926388_pe789177_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__0926389_pe789180_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__0926391_pe789178_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__0947870_pe798709_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__1052673_pe846301_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__0926390_pe789179_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/bergmund-bar-stool-with-backrest-white-kolboda-beige-dark-grey__1052674_pe846335_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-white-white-glass-s39480150/,PAX / TYSSEDAL,175x60x236 cm,"Wardrobe, white/white glass,","SR 4,025",https://www.ikea.com/sa/en/images/products/pax-tyssedal-wardrobe-white-white-glass__1080932_pe858206_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-tyssedal-wardrobe-white-white-glass__1104081_pe867501_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-tyssedal-wardrobe-white-white-glass__1104082_pe867504_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099155/,BRIMNES,160x200 cm,"Slatted bed base,",SR 300,https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__1151032_pe884763_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__1101935_pe866863_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__0734481_pe739475_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__0738855_pe741607_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__1101936_pe866864_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__1101937_pe866865_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__0861367_pe614970_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/brimnes-bed-frame-w-storage-and-headboard-white__0781803_pe760913_s5.jpg?f=s,https://www.ikea.com/sa/en/p/lindbaden-slatted-bed-base-pine-s89496238/
https://www.ikea.com/sa/en/p/laetthet-leg-blue-metal-20559638/,LÄTTHET,60x40x120 cm,"Frame,",SR 345,https://www.ikea.com/sa/en/images/products/laetthet-leg-blue-metal__1210269_pe909607_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laetthet-leg-blue-metal__1210268_pe909608_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laetthet-leg-blue-metal__1210265_pe909605_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laetthet-leg-blue-metal__1210266_pe909606_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laetthet-leg-blue-metal__1210267_pe909609_s5.jpg?f=s,https://www.ikea.com/sa/en/p/platsa-frame-white-30330947/
https://www.ikea.com/sa/en/p/uppspel-4-piece-pegboard-accessories-set-dark-grey-70507779/,UPPSPEL,,"4-piece pegboard accessories set, dark grey",SR 59,https://www.ikea.com/sa/en/images/products/uppspel-4-piece-pegboard-accessories-set-dark-grey__0984940_pe816457_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-4-piece-pegboard-accessories-set-dark-grey__1046530_ph180840_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-4-piece-pegboard-accessories-set-dark-grey__1046391_ph180884_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-4-piece-pegboard-accessories-set-dark-grey__1046529_ph181008_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/uppspel-4-piece-pegboard-accessories-set-dark-grey__1039460_pe840139_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/idasen-desk-black-dark-grey-s19281024/,IDÅSEN,120x70 cm,"Desk, black/dark grey,","SR 1,620",https://www.ikea.com/sa/en/images/products/idasen-desk-black-dark-grey__0736566_pe740637_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-black-dark-grey__0857070_pe733180_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-black-dark-grey__0857074_pe733235_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-black-dark-grey__0857066_pe709513_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/idasen-desk-black-dark-grey__0686103_pe721594_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/haellan-pair-of-legs-white-10363632/,HÄLLAN,29 cm,"Pair of legs, white,",SR 65,https://www.ikea.com/sa/en/images/products/haellan-pair-of-legs-white__0598841_pe677827_s5.jpg?f=s,
https://www.ikea.com/sa/en/p/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue-s19401470/,VIMLE,,"3-seat sofa, with wide armrests/Saxemara black-blue","SR 3,095",https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__0951904_pe801424_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__1056312_ph178074_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__0951905_pe801419_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__0951928_pe801447_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__0951856_pe801370_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__0949328_pe799640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__1019034_pe831252_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue__1134554_pe878808_s5.jpg?f=s,
